Customer Segment	RFM Score	M_quantile	F_quantile	R_quantitle	last_to_present	Total Paid	CustomerID	Quantity	InvoiceNo
Normal	122	2	2	1	8	1429.64	16103	558	48
Best Customer	111	1	1	1	6	5155.66	17858	2706	199
Normal	233	3	3	2	158	416.08	13085	216	22
Normal	244	4	4	2	156	121	15512	68	7
Best Customer	111	1	1	1	44	2380.85	14239	993	112
Normal	122	2	2	1	65	1117.13	13591	485	58
Newest Customer	144	4	4	1	81	168.31	15888	76	12
Normal	133	3	3	1	67	452.89	14184	127	24
Normal	123	3	2	1	3	469.48	15471	266	77
Normal	333	3	3	3	228	358.38	16823	136	38
Highest Paying Customer	211	1	1	2	180	1653.42	14573	544	235
Normal	333	3	3	3	311	349.27	18250	199	21
Normal	134	4	3	1	38	113.48	18105	46	18
Normal	122	2	2	1	88	1236.54	15201	1210	69
Normal	122	2	2	1	74	869.87	13979	639	54
Normal	333	3	3	3	185	518.67	16955	266	25
Normal	333	3	3	3	185	320.58	14622	146	21
Normal	344	4	4	3	271	126.7	14962	44	5
Normal	134	4	3	1	11	133.5	14349	86	31
Normal	244	4	4	2	144	195.74	16112	574	16
Normal	244	4	4	2	171	237.61	17877	98	12
Normal	324	4	2	3	363	147.09	15503	74	70
Normal	324	4	2	3	365	272.82	16727	177	46
Normal	123	3	2	1	25	470.8	13066	322	48
Highest Paying Customer	121	1	2	1	4	1839.3	14216	594	59
Highest Paying Customer	141	1	4	1	29	1692.27	16671	875	6
Normal	223	3	2	2	121	318.65	17248	213	69
Normal	132	2	3	1	34	659.41	13759	287	25
Normal	133	3	3	1	74	437.96	14272	599	33
Normal	122	2	2	1	46	664.85	16056	347	68
Normal	122	2	2	1	95	922.39	13122	585	55
Loyal Customer	112	2	1	1	58	770.1	16770	464	145
Normal	123	3	2	1	19	604.64	17664	604	43
Normal	224	4	2	2	152	165.07	14552	91	58
Normal	133	3	3	1	31	429.84	15450	376	30
Normal	122	2	2	1	2	1031.41	17405	726	82
Normal	133	3	3	1	11	450.84	14173	150	29
Normal	133	3	3	1	65	428.89	13602	267	23
Normal	244	4	4	2	174	191.94	15909	98	7
Newest Customer	144	4	4	1	79	137.75	13279	73	9
Normal	333	3	3	3	275	333.08	16625	164	23
Normal	122	2	2	1	30	1331.57	17932	789	90
Newest Customer	144	4	4	1	23	30	15657	24	1
Normal	344	4	4	3	327	165	15316	100	1
Normal	222	2	2	2	171	1062.75	16214	420	44
Best Customer	111	1	1	1	3	2770.94	13870	1325	115
Normal	132	2	3	1	12	652.74	17523	872	33
Normal	134	4	3	1	31	112.4	17038	28	22
Normal	134	4	3	1	16	271.2	17767	128	21
Normal	234	4	3	2	107	163.8	18200	111	32
Normal	233	3	3	2	113	404.58	15938	240	18
Normal	122	2	2	1	59	950.36	15421	500	53
Loyal Customer	112	2	1	1	53	810.5	13637	409	101
Loyal Customer	112	2	1	1	23	825.42	16869	585	128
Normal	122	2	2	1	97	663.65	13240	298	67
Best Customer	111	1	1	1	3	8508.82	14527	2089	972
Normal	122	2	2	1	2	982.38	14138	610	47
Highest Paying Customer	121	1	2	1	11	8631.31	17306	11491	66
Normal	132	2	3	1	96	948.25	13748	439	28
Loyal Customer	213	3	1	2	149	603.37	17259	410	124
Normal	122	2	2	1	92	1496.98	14414	2512	97
Normal	122	2	2	1	8	1366.38	14897	468	55
Newest Customer	142	2	4	1	17	1267.65	16660	571	16
Best Customer	111	1	1	1	18	5464.12	16985	1832	120
Normal	134	4	3	1	65	176.97	12923	69	29
Newest Customer	144	4	4	1	33	151.04	14073	130	13
Normal	333	3	3	3	312	319.5	15107	170	17
Normal	123	3	2	1	44	329.68	14716	604	55
Normal	123	3	2	1	33	354.09	15870	335	76
Normal	244	4	4	2	177	46.95	16257	2	2
Best Customer	111	1	1	1	18	8438.34	18139	5557	159
Best Customer	111	1	1	1	18	34684.4	16422	33704	369
Newest Customer	144	4	4	1	72	226.75	17572	95	12
Best Customer	111	1	1	1	24	3858.38	16717	1866	199
Newest Customer	144	4	4	1	66	108.38	16106	74	6
Best Customer	111	1	1	1	60	8099.49	14952	3355	138
Normal	344	4	4	3	205	155.9	17871	182	10
Highest Paying Customer	121	1	2	1	29	2232.19	14226	1308	67
Normal	344	4	4	3	267	177.15	13072	69	7
Newest Customer	142	2	4	1	53	924.6	13805	1900	13
Normal	122	2	2	1	20	912.18	14359	371	55
Highest Paying Customer	121	1	2	1	24	3075.04	12910	1692	75
Best Customer	111	1	1	1	5	6140.42	14060	5386	202
Normal	124	4	2	1	61	206.83	18126	144	56
Loyal Customer	212	2	1	2	110	1133.07	17585	1671	214
Normal	242	2	4	2	177	810.6	16276	420	6
Normal	334	4	3	3	219	188.61	14697	181	22
Normal	333	3	3	3	240	328.16	14206	276	20
Normal	333	3	3	3	219	495.77	17374	85	28
Best Customer	111	1	1	1	19	1601.14	14587	761	383
Normal	123	3	2	1	18	373.75	13569	164	85
Normal	122	2	2	1	23	1385.51	13308	843	54
Highest Paying Customer	221	1	2	2	164	1619.73	16801	499	76
Normal	244	4	4	2	135	25.5	18268	2	1
Newest Customer	144	4	4	1	53	173.74	14798	150	12
Newest Customer	144	4	4	1	33	265.76	17430	190	14
Best Customer	111	1	1	1	5	9818.82	13001	5505	339
Newest Customer	144	4	4	1	61	215.83	16179	99	11
Newest Customer	144	4	4	1	29	191.04	15692	138	12
Normal	133	3	3	1	17	388.52	13899	156	19
Newest Customer	144	4	4	1	72	134.96	13364	71	10
Best Customer	111	1	1	1	59	2332.15	15281	1211	139
Best Customer	111	1	1	1	6	2463.17	17131	983	134
Highest Paying Customer	141	1	4	1	18	6748.8	16532	2016	4
Loyal Customer	112	2	1	1	36	668.11	18022	736	191
Normal	334	4	3	3	186	298.89	17124	130	32
Normal	122	2	2	1	45	981.86	16188	782	67
Normal	123	3	2	1	89	303.16	17433	185	54
Normal	133	3	3	1	27	632.97	13892	983	27
Newest Customer	144	4	4	1	11	77.4	14785	84	3
Normal	122	2	2	1	3	1388.81	16539	477	45
Normal	244	4	4	2	118	193.75	15683	131	10
Normal	122	2	2	1	10	1333.68	15680	952	78
Best Customer	111	1	1	1	3	2373.82	17434	1693	134
Best Customer	111	1	1	1	3	5180.52	16191	3351	134
Normal	122	2	2	1	23	1226.89	12997	664	59
Normal	223	3	2	2	111	548.97	16536	251	55
Normal	333	3	3	3	257	623.4	13368	327	29
Best Customer	111	1	1	1	29	2593.07	13895	1365	118
Newest Customer	144	4	4	1	10	202.11	14385	159	14
Loyal Customer	112	2	1	1	32	1488.67	13110	388	145
Best Customer	111	1	1	1	65	2634.45	13771	1477	119
Best Customer	111	1	1	1	4	2234.73	16076	1435	129
Normal	123	3	2	1	8	538.46	15539	410	41
Loyal Customer	213	3	1	2	173	566.6	17897	229	114
Newest Customer	143	3	4	1	79	317.76	17172	480	15
Normal	122	2	2	1	38	836.06	16747	583	42
Newest Customer	144	4	4	1	17	90.48	18084	312	1
Normal	122	2	2	1	20	1094.59	15745	421	62
Best Customer	111	1	1	1	67	3386.71	15228	2255	125
Normal	122	2	2	1	55	950.93	16934	399	62
Normal	344	4	4	3	216	141.86	13561	83	14
Normal	233	3	3	2	165	316.11	16473	196	18
Best Customer	111	1	1	1	20	1740.6	14595	978	102
Highest Paying Customer	121	1	2	1	40	2178.67	12909	1280	91
Best Customer	111	1	1	1	26	11528.48	15125	6193	127
Loyal Customer	112	2	1	1	2	1250.76	14698	615	210
Newest Customer	144	4	4	1	65	287.4	16432	276	8
Loyal Customer	112	2	1	1	22	1509.58	16279	1054	107
Loyal Customer	112	2	1	1	30	1142.99	18125	804	196
Highest Paying Customer	121	1	2	1	18	1766.72	13456	765	63
Highest Paying Customer	121	1	2	1	36	2222.56	15722	1026	69
Normal	134	4	3	1	5	280.52	16149	308	18
Normal	122	2	2	1	67	890.85	15255	489	47
Normal	233	3	3	2	110	608.79	13933	205	23
Normal	123	3	2	1	38	382.06	17999	221	93
Highest Paying Customer	121	1	2	1	11	1621.73	17101	815	42
Normal	132	2	3	1	11	1127.71	14824	525	29
Normal	122	2	2	1	93	1140.93	13330	751	53
Normal	434	4	3	4	366	249.86	17456	222	17
Highest Paying Customer	131	1	3	1	32	2328.84	17313	1402	24
Best Customer	111	1	1	1	9	2797.57	15993	2051	552
Normal	334	4	3	3	338	236.02	13187	95	37
Loyal Customer	312	2	1	3	303	934.52	14081	596	153
Normal	123	3	2	1	26	600.07	18211	359	42
Best Customer	111	1	1	1	4	65039.62	13694	63312	568
Normal	133	3	3	1	85	410.48	15099	343	23
Normal	123	3	2	1	76	602.51	15366	621	44
Normal	123	3	2	1	24	405.71	16204	231	57
Best Customer	111	1	1	1	3	10674.75	14769	7436	1090
Normal	344	4	4	3	264	226.21	16619	133	14
Newest Customer	144	4	4	1	64	122.7	13876	36	7
Newest Customer	143	3	4	1	73	513.2	17513	254	6
Newest Customer	144	4	4	1	8	77.5	17942	38	2
Newest Customer	142	2	4	1	26	948.48	17044	504	6
Newest Customer	143	3	4	1	40	301.32	15667	240	13
Normal	333	3	3	3	243	390.54	12982	288	28
Normal	224	4	2	2	170	291.05	14656	120	80
Newest Customer	143	3	4	1	85	380.64	12871	200	11
Normal	122	2	2	1	79	1391.98	15810	861	89
Normal	232	2	3	2	135	653.35	18151	355	38
Normal	132	2	3	1	95	854.95	17560	651	27
Normal	222	2	2	2	120	1341.65	16317	890	69
Normal	233	3	3	2	156	631.9	14021	192	22
Normal	324	4	2	3	321	163	15167	67	41
Normal	342	2	4	3	289	702	16997	360	12
Normal	333	3	3	3	201	339.6	13737	125	30
Normal	232	2	3	2	104	1375.71	15569	666	31
Loyal Customer	112	2	1	1	11	1058.06	14419	487	206
Normal	223	3	2	2	109	423.72	13140	186	46
Normal	343	3	4	3	297	363.7	16509	64	13
Normal	122	2	2	1	51	1006.98	14631	622	41
Normal	133	3	3	1	26	345.46	15781	180	20
Normal	344	4	4	3	204	172.29	18048	127	7
Normal	324	4	2	3	183	270.79	13533	204	76
Normal	133	3	3	1	33	383.03	12832	195	27
Normal	222	2	2	2	120	1044.32	15192	918	51
Highest Paying Customer	121	1	2	1	26	1802.91	17663	797	86
Loyal Customer	113	3	1	1	27	508.81	16898	419	162
Newest Customer	143	3	4	1	18	320.46	13986	430	13
Normal	324	4	2	3	270	283.73	13121	252	50
Best Customer	111	1	1	1	3	5189.52	13756	3188	142
Normal	133	3	3	1	16	306.72	16668	318	20
Normal	233	3	3	2	158	616.15	14905	287	17
Normal	244	4	4	2	120	156.75	14406	77	8
Normal	334	4	3	3	363	283.28	17251	110	39
Normal	134	4	3	1	25	279.77	15556	236	31
Loyal Customer	112	2	1	1	66	1459.86	16059	643	180
Normal	133	3	3	1	18	486.72	17453	219	19
Normal	233	3	3	2	180	376.58	13936	330	26
Normal	132	2	3	1	60	709.38	16136	440	37
Best Customer	111	1	1	1	90	1649.5	14837	1436	108
Best Customer	111	1	1	1	39	3627.77	13327	1600	108
Loyal Customer	112	2	1	1	15	1159.52	17348	1401	215
Best Customer	111	1	1	1	11	4748.52	14180	719	240
Loyal Customer	113	3	1	1	52	502.09	15006	302	144
Newest Customer	143	3	4	1	24	596.1	18246	166	4
Normal	123	3	2	1	24	351.11	15900	221	51
Normal	122	2	2	1	76	1080.76	14561	1014	69
Normal	323	3	2	3	227	524.52	15891	442	62
Normal	133	3	3	1	52	467.51	15468	155	24
Best Customer	111	1	1	1	16	2478.95	13588	2606	174
Newest Customer	144	4	4	1	18	95.34	18249	128	8
Normal	133	3	3	1	96	497.61	16820	307	26
Normal	344	4	4	3	233	139.35	17718	83	6
Normal	132	2	3	1	2	975.36	13026	1620	40
Highest Paying Customer	331	1	3	3	269	1829.04	16152	642	29
Churn Customer	444	4	4	4	367	48.8	14821	20	2
Normal	233	3	3	2	169	623.16	15258	142	34
Normal	233	3	3	2	178	353.43	13343	135	19
Best Customer	111	1	1	1	29	1991.01	17088	868	115
Best Customer	111	1	1	1	33	5045.61	15719	2725	937
Highest Paying Customer	121	1	2	1	17	1870.97	17469	787	88
Newest Customer	144	4	4	1	57	20.8	17986	10	1
Best Customer	111	1	1	1	4	6328.05	13709	3516	336
Loyal Customer	112	2	1	1	37	1319.19	13168	682	131
Normal	323	3	2	3	246	407.5	16010	210	86
Normal	122	2	2	1	37	1311.38	14856	714	66
Normal	344	4	4	3	183	149.89	17234	55	14
Normal	122	2	2	1	37	1198.23	15605	441	67
Normal	123	3	2	1	62	324.24	16685	396	62
Normal	123	3	2	1	43	338.8	17839	285	56
Normal	242	2	4	2	134	814	18064	384	7
Newest Customer	144	4	4	1	66	133.06	17647	30	7
Normal	223	3	2	2	135	529.73	14002	877	47
Normal	122	2	2	1	80	1351.63	16493	1164	56
Normal	134	4	3	1	37	208.46	16914	121	38
Highest Paying Customer	241	1	4	2	114	2207.4	15797	873	8
Normal	334	4	3	3	202	243.22	14647	95	30
Best Customer	111	1	1	1	60	2128.42	13517	1369	141
Normal	134	4	3	1	18	251.91	16330	147	39
Normal	122	2	2	1	18	1305.33	14297	865	62
Newest Customer	142	2	4	1	11	712.8	13147	144	4
Normal	122	2	2	1	25	682.91	15582	453	44
Normal	122	2	2	1	41	697.9	17796	178	82
Loyal Customer	112	2	1	1	8	1244.83	14428	436	144
Best Customer	111	1	1	1	6	8816.4	16033	3539	1137
Normal	122	2	2	1	19	761.59	14883	790	53
Normal	344	4	4	3	233	184.64	13482	116	11
Normal	122	2	2	1	57	1555.34	16394	2604	83
Normal	322	2	2	3	235	765.55	14672	454	61
Normal	132	2	3	1	24	1384.86	18167	382	37
Highest Paying Customer	121	1	2	1	57	1654.31	15826	963	68
Normal	234	4	3	2	177	147.2	14037	46	28
Normal	122	2	2	1	2	1245.9	13860	591	76
Normal	233	3	3	2	134	397.29	17926	306	21
Newest Customer	144	4	4	1	18	75	13403	44	3
Normal	133	3	3	1	88	563.15	14753	211	30
Normal	333	3	3	3	334	311.71	15326	386	29
Normal	133	3	3	1	37	646.3	15651	479	32
Newest Customer	144	4	4	1	10	160.18	12966	75	10
Normal	323	3	2	3	314	572.81	15415	575	48
Normal	343	3	4	3	277	325.1	15944	50	6
Highest Paying Customer	121	1	2	1	26	1782.09	15050	1224	78
Normal	133	3	3	1	34	330.45	14517	91	18
Normal	123	3	2	1	61	637.5	14128	564	46
Newest Customer	142	2	4	1	83	973.84	18194	632	7
Highest Paying Customer	121	1	2	1	10	1678.12	13647	895	79
Best Customer	111	1	1	1	4	4090.88	12749	1471	199
Normal	344	4	4	3	268	62.85	14840	31	4
Normal	122	2	2	1	79	1214.41	13055	894	76
Normal	122	2	2	1	11	780.59	15239	594	49
Best Customer	111	1	1	1	19	4812.42	15738	2982	173
Normal	122	2	2	1	2	775.94	13314	560	62
Normal	124	4	2	1	5	120.03	18015	157	46
Best Customer	111	1	1	1	4	14589.04	16133	8888	339
Normal	332	2	3	3	291	787.15	16546	549	25
Best Customer	111	1	1	1	3	2427.32	13949	2474	160
Normal	244	4	4	2	157	186.42	17440	246	5
Normal	344	4	4	3	289	116.2	17117	68	9
Normal	323	3	2	3	306	409.93	14048	288	85
Highest Paying Customer	321	1	2	3	214	2044.37	17597	1176	55
Normal	133	3	3	1	39	389.27	15847	449	22
Best Customer	111	1	1	1	2	2531.58	13471	1590	260
Normal	233	3	3	2	170	330.11	15130	197	22
Normal	334	4	3	3	291	220.1	18114	55	28
Normal	234	4	3	2	136	259.01	16447	223	36
Loyal Customer	113	3	1	1	39	507.05	16960	304	101
Normal	344	4	4	3	265	172.9	14693	34	8
Normal	344	4	4	3	242	101.8	15212	36	5
Best Customer	111	1	1	1	8	3984.22	17611	2560	576
Normal	344	4	4	3	219	208.36	16457	140	9
Normal	122	2	2	1	57	1178.56	16950	644	42
Normal	133	3	3	1	19	327.3	16366	256	18
Normal	133	3	3	1	50	413.59	13974	249	28
Normal	122	2	2	1	4	942.34	12820	722	59
Newest Customer	144	4	4	1	58	279.94	14975	380	11
Churn Customer	444	4	4	4	368	289.35	16125	124	13
Normal	333	3	3	3	365	458.92	17880	314	26
Highest Paying Customer	121	1	2	1	17	1614.91	14336	1759	90
Normal	122	2	2	1	53	743.11	16730	994	82
Normal	223	3	2	2	107	384.4	17189	227	61
Normal	132	2	3	1	4	728.16	17666	596	18
Best Customer	111	1	1	1	11	2381.04	14554	1478	216
Normal	333	3	3	3	313	494.64	15448	232	28
Normal	334	4	3	3	313	219.52	13600	324	19
Newest Customer	144	4	4	1	16	258.4	13277	176	8
Best Customer	111	1	1	1	60	3222.3	14175	1515	149
Normal	123	3	2	1	48	478.09	16768	196	54
Best Customer	111	1	1	1	80	2369.55	13908	1478	122
Normal	232	2	3	2	123	674.7	13355	314	32
Best Customer	111	1	1	1	2	9418.47	16523	4265	290
Normal	124	4	2	1	62	193.14	14801	175	59
Normal	333	3	3	3	248	465.32	17140	302	20
Normal	122	2	2	1	96	1140.21	16172	787	69
Best Customer	111	1	1	1	11	3466.28	13014	907	110
Normal	133	3	3	1	18	309.65	15699	113	18
Newest Customer	144	4	4	1	65	233.76	13348	136	14
Best Customer	111	1	1	1	41	3364.24	15708	1267	288
Best Customer	111	1	1	1	12	4183.39	18041	3819	472
Normal	342	2	4	3	233	856.6	16163	192	6
Newest Customer	144	4	4	1	8	204	13017	48	1
Highest Paying Customer	121	1	2	1	23	1714.59	17147	882	81
Newest Customer	144	4	4	1	31	101.7	16516	58	6
Normal	222	2	2	2	152	1506.12	15265	612	82
Newest Customer	142	2	4	1	44	778	17414	2100	6
Normal	243	3	4	2	164	508.8	17391	480	3
Newest Customer	144	4	4	1	24	171.19	15432	65	10
Normal	342	2	4	3	269	944.1	13261	210	9
Newest Customer	144	4	4	1	20	107.6	16784	24	3
Best Customer	111	1	1	1	11	2474.33	17682	1367	118
Best Customer	111	1	1	1	20	4693.01	14159	4408	1204
Normal	133	3	3	1	65	388.25	14538	155	19
Normal	132	2	3	1	51	1035.45	16260	311	18
Normal	224	4	2	2	130	122.47	14076	81	46
Best Customer	111	1	1	1	6	3812.64	15867	2054	461
Normal	333	3	3	3	333	344.14	17569	159	29
Normal	222	2	2	2	113	972.23	16419	436	51
Best Customer	111	1	1	1	10	2666.36	14713	1615	339
Newest Customer	144	4	4	1	6	126.12	16988	43	7
Normal	242	2	4	2	158	1019.52	18142	1276	15
Normal	132	2	3	1	24	996.1	15110	246	35
Normal	133	3	3	1	80	311.69	14951	311	20
Best Customer	111	1	1	1	41	2781.23	17213	1176	157
Loyal Customer	113	3	1	1	38	531.35	16706	249	123
Newest Customer	142	2	4	1	2	1418.03	17856	842	15
Churn Customer	444	4	4	4	374	161	14237	38	9
Normal	122	2	2	1	71	1290.7	16101	757	76
Best Customer	111	1	1	1	13	4139.46	15514	2160	178
Best Customer	111	1	1	1	32	2128.23	14360	1151	118
Best Customer	111	1	1	1	8	2199.31	15123	1195	106
Best Customer	111	1	1	1	33	2235.3	14700	1342	115
Best Customer	111	1	1	1	24	6217.96	14057	4876	284
Normal	133	3	3	1	25	589.44	18123	594	36
Normal	123	3	2	1	40	650.41	16969	816	42
Best Customer	111	1	1	1	5	2974.65	15854	939	140
Normal	232	2	3	2	101	1240.2	17588	676	23
Normal	344	4	4	3	253	151.5	13462	62	9
Loyal Customer	112	2	1	1	6	798.35	16438	463	132
Normal	232	2	3	2	109	1135.04	17242	611	40
Newest Customer	144	4	4	1	34	35.4	17831	12	2
Normal	123	3	2	1	47	492.84	13176	453	72
Newest Customer	143	3	4	1	99	529.62	14463	179	6
Highest Paying Customer	231	1	3	2	138	2007.4	15372	2924	27
Normal	133	3	3	1	30	621.75	18217	491	31
Best Customer	111	1	1	1	11	2420.84	15089	1359	145
Newest Customer	144	4	4	1	11	144.91	16852	56	9
Normal	134	4	3	1	62	117.88	13193	50	29
Normal	334	4	3	3	286	67.23	13684	39	30
Best Customer	111	1	1	1	6	1797.57	17750	3957	193
Loyal Customer	112	2	1	1	16	921.07	17323	776	200
Loyal Customer	112	2	1	1	13	1451.28	15987	1556	140
Normal	323	3	2	3	262	605.58	17507	359	88
Best Customer	111	1	1	1	89	2881.02	15673	1514	155
Normal	323	3	2	3	293	535.32	12988	136	92
Newest Customer	143	3	4	1	76	400.681	16198	129	15
Normal	243	3	4	2	148	358.56	17948	144	1
Normal	133	3	3	1	65	496.44	15300	292	28
Best Customer	111	1	1	1	16	5493.46	16609	2420	276
Newest Customer	144	4	4	1	72	243.56	13886	126	16
Normal	323	3	2	3	281	386.15	14779	84	41
Normal	122	2	2	1	29	1356.33	17054	804	83
Normal	344	4	4	3	220	203.87	17394	241	4
Newest Customer	144	4	4	1	19	186.23	14551	106	10
Normal	344	4	4	3	265	113.5	15445	58	5
Normal	433	3	3	4	373	311.25	16781	113	17
Normal	234	4	3	2	173	170.04	15016	76	20
Highest Paying Customer	131	1	3	1	53	1992.11	17679	729	30
Normal	234	4	3	2	174	289.36	14162	142	25
Normal	122	2	2	1	3	1341.6	13743	1776	41
Normal	344	4	4	3	254	125.65	14890	51	7
Newest Customer	143	3	4	1	74	512.31	17805	478	10
Normal	132	2	3	1	58	813.11	14421	365	27
Normal	122	2	2	1	23	962.39	13138	473	63
Normal	343	3	4	3	214	426.6	14288	188	16
Best Customer	111	1	1	1	18	3794.52	16655	2367	261
Normal	122	2	2	1	66	1313.55	16040	684	65
Newest Customer	143	3	4	1	92	307.48	14915	112	12
Best Customer	111	1	1	1	12	2294.78	13115	1567	120
Normal	423	3	2	4	366	372.09	16065	231	74
Normal	134	4	3	1	57	244.1	17892	109	28
Normal	123	3	2	1	5	575.63	15550	295	61
Newest Customer	143	3	4	1	47	464.9	16742	1	1
Normal	123	3	2	1	66	487.99	14396	225	73
Loyal Customer	113	3	1	1	62	532.96	15756	242	192
Best Customer	111	1	1	1	2	12156.65	14606	6224	2700
Normal	332	2	3	3	309	664.54	13963	460	35
Newest Customer	144	4	4	1	75	74.9	16468	31	2
Best Customer	111	1	1	1	24	1912.67	17368	1391	111
Loyal Customer	113	3	1	1	15	360.93	15872	212	128
Normal	122	2	2	1	24	732.07	13575	449	46
Normal	222	2	2	2	143	1121.59	16807	778	67
Normal	333	3	3	3	253	417.95	17701	109	24
Churn Customer	444	4	4	4	372	39.75	14589	5	3
Normal	333	3	3	3	235	409.4	15225	226	23
Normal	124	4	2	1	45	221.97	14598	189	50
Normal	133	3	3	1	37	343.45	18081	195	17
Normal	233	3	3	2	170	503.6	17630	158	26
Best Customer	111	1	1	1	6	4604.22	16931	3158	898
Best Customer	111	1	1	1	5	1960.72	17218	958	274
Highest Paying Customer	131	1	3	1	52	2093.32	14306	1075	33
Normal	434	4	3	4	373	208.97	17855	197	17
Best Customer	111	1	1	1	9	5398.3	16701	6393	144
Best Customer	111	1	1	1	50	1980.56	13725	806	104
Normal	134	4	3	1	44	236.09	16026	243	32
Normal	333	3	3	3	256	478.53	15589	243	29
Normal	122	2	2	1	27	841.41	16560	504	57
Best Customer	111	1	1	1	75	1970.67	17997	2298	166
Normal	123	3	2	1	16	316.5	17458	170	54
Normal	332	2	3	3	317	1308.48	13328	680	17
Normal	222	2	2	2	139	881.07	13037	431	48
Normal	122	2	2	1	17	918.2	15253	866	53
Loyal Customer	113	3	1	1	25	598.73	15720	281	128
Normal	123	3	2	1	18	423.89	17371	152	87
Best Customer	111	1	1	1	2	3594.31	15484	3152	188
Highest Paying Customer	121	1	2	1	31	1824.37	17702	1353	74
Highest Paying Customer	121	1	2	1	5	2000.86	13305	1232	81
Normal	332	2	3	3	206	1384.25	13572	534	33
Normal	122	2	2	1	73	801.51	18265	311	46
Normal	123	3	2	1	24	536.99	16804	246	60
Normal	244	4	4	2	141	149.48	18262	182	13
Loyal Customer	112	2	1	1	13	859.71	14577	353	123
Normal	133	3	3	1	78	454.11	15475	319	29
Best Customer	111	1	1	1	4	1823.52	17705	963	103
Normal	133	3	3	1	5	547.07	16811	477	28
Normal	244	4	4	2	156	63.75	13302	5	1
Normal	243	3	4	2	107	335.52	14196	142	6
Best Customer	111	1	1	1	1	4481.18	17364	2701	411
Normal	133	3	3	1	15	467.04	13579	176	23
Newest Customer	144	4	4	1	2	216.3	17436	90	9
Newest Customer	143	3	4	1	93	416.9	13889	146	15
Newest Customer	144	4	4	1	54	119.62	16542	46	5
Newest Customer	144	4	4	1	52	38.45	18019	7	5
Normal	133	3	3	1	17	529.41	16185	260	31
Best Customer	111	1	1	1	26	4668.3	15291	2103	103
Newest Customer	144	4	4	1	86	211.32	12995	108	3
Normal	132	2	3	1	8	679.44	14788	421	30
Normal	123	3	2	1	12	546.04	17806	727	43
Best Customer	111	1	1	1	59	6773.97	16652	3283	118
Best Customer	111	1	1	1	1	4263.64	14422	2906	222
Normal	333	3	3	3	241	350.75	13740	425	23
Normal	344	4	4	3	337	135.9	14889	90	10
Best Customer	111	1	1	1	2	3883.25	14291	2749	237
Best Customer	111	1	1	1	5	2552.86	15572	1229	215
Normal	233	3	3	2	128	317.62	17267	159	38
Normal	132	2	3	1	38	773.99	16043	503	39
Best Customer	111	1	1	1	11	3650.41	13137	2226	704
Highest Paying Customer	121	1	2	1	25	1971.87	16341	1398	77
Normal	133	3	3	1	73	379.14	16909	436	18
Normal	244	4	4	2	162	100.97	16498	45	15
Best Customer	111	1	1	1	47	4932.2	15786	3364	267
Newest Customer	144	4	4	1	31	125.8	13522	44	5
Normal	344	4	4	3	263	114.56	14632	96	8
Highest Paying Customer	121	1	2	1	61	1797.5	17648	487	91
Normal	122	2	2	1	23	871.54	12847	909	91
Normal	332	2	3	3	288	741.26	13753	512	35
Loyal Customer	114	4	1	1	5	272.44	17254	252	112
Normal	122	2	2	1	10	1153.62	16062	800	64
Best Customer	111	1	1	1	90	3866.33	13124	2147	235
Highest Paying Customer	121	1	2	1	72	3704.87	17819	1031	48
Newest Customer	144	4	4	1	75	277.8	14908	132	9
Normal	123	3	2	1	61	437.23	15553	451	56
Normal	232	2	3	2	131	1475.81	14403	519	20
Normal	344	4	4	3	363	135.4	16665	59	9
Best Customer	111	1	1	1	27	2976.15	13451	2149	443
Normal	322	2	2	3	256	1078.96	16980	788	87
Normal	344	4	4	3	199	179	14705	100	1
Normal	334	4	3	3	321	265.85	14068	73	24
Normal	122	2	2	1	72	667.65	16268	533	45
Normal	244	4	4	2	135	244.8	15118	1440	1
Normal	344	4	4	3	264	241.06	16427	156	9
Best Customer	111	1	1	1	3	2160.7	12935	1853	129
Best Customer	111	1	1	1	67	3683.86	16253	3233	123
Newest Customer	143	3	4	1	75	534.24	13434	300	10
Best Customer	111	1	1	1	74	5232.23	17061	1526	99
Normal	122	2	2	1	33	776.851	15618	454	45
Normal	132	2	3	1	6	663.81	14720	219	37
Normal	133	3	3	1	37	528.08	16602	336	29
Normal	344	4	4	3	359	271.05	17496	79	10
Normal	122	2	2	1	18	1054.73	15977	1016	65
Normal	122	2	2	1	10	869.46	13203	800	57
Normal	344	4	4	3	218	93.75	18227	21	5
Newest Customer	143	3	4	1	51	321.92	14484	210	14
Newest Customer	144	4	4	1	51	214.32	16846	135	11
Best Customer	111	1	1	1	15	5955.71	15382	4012	302
Normal	244	4	4	2	152	232.6	13678	924	16
Normal	133	3	3	1	15	523.11	17329	142	33
Normal	344	4	4	3	257	88.2	15083	38	5
Normal	322	2	2	3	261	775.85	13341	301	42
Normal	122	2	2	1	85	663.61	16573	360	42
Normal	224	4	2	2	146	152.68	17984	98	48
Normal	244	4	4	2	149	98.45	15256	55	6
Normal	323	3	2	3	181	321.43	14823	88	70
Highest Paying Customer	121	1	2	1	5	2043.95	17090	921	63
Normal	344	4	4	3	235	150.3	15717	70	7
Normal	344	4	4	3	352	172.25	13922	93	7
Normal	232	2	3	2	169	885.19	17704	343	31
Normal	122	2	2	1	26	1213.16	18263	1468	61
Normal	133	3	3	1	93	379.35	15885	111	18
